21
  21
1
21
  21
1
22
  24
1
23
  23
1
23
  23
1
22
  22
1
22
  22
1
22
  24
1
22
  25
1
22
  24
1
21
  25
1
22
  25
1
21
  27
1
21
  30
1
22
  34
1
21
  30
1
22
  35
1
22
  44
2
22
  47
2
22
  49
2
22
  60
2
21
  80
3
21
  97
4
21
 114
5
21
 119
5
21
 124
5
21
 138
6
21
 166
7
21
 182
8
21
 196
9
21
 213
10
21
 242
11
21
 320
15
20
 538
25
20
 824
39
19
1114
56
19
1202
60
21
1165
54
